DEMO GEOM AIRFOIL FILE
BACNLF 7 Percent
0	Sym Flag
67	 Num Pnts Upper
72	 Num Pnts Lower
0.0004710	0.0011570
0.0015270	0.0025570
0.0028440	0.0038790
0.0043400	0.0051920
0.0060250	0.0064980
0.0079230	0.0077750
0.0100400	0.0090310
0.0123870	0.0102700
0.0149810	0.0114850
0.0178250	0.0126910
0.0209310	0.0138960
0.0243130	0.0151040
0.0279870	0.0163180
0.0319660	0.0175430
0.0362650	0.0187830
0.0409020	0.0200320
0.0458960	0.0212820
0.0512600	0.0225380
0.0570090	0.0238090
0.0631590	0.0250970
0.0697260	0.0264000
0.0767270	0.0277110
0.0841770	0.0290320
0.0920920	0.0303640
0.1004870	0.0317060
0.1093770	0.0330540
0.1187780	0.0344040
0.1287040	0.0357550
0.1391690	0.0371080
0.1501840	0.0384650
0.1617630	0.0398190
0.1739190	0.0411640
0.1866640	0.0424920
0.2000070	0.0437980
0.2139580	0.0450770
0.2285250	0.0463230
0.2437150	0.0475310
0.2595320	0.0486920
0.2759810	0.0498000
0.2930620	0.0508460
0.3107760	0.0518230
0.3291200	0.0527270
0.3480870	0.0535560
0.3676690	0.0543020
0.3878560	0.0549590
0.4086320	0.0555360
0.4299790	0.0560230
0.4518760	0.0563580
0.4742960	0.0565170
0.4972070	0.0565190
0.5205730	0.0563850
0.5443510	0.0560770
0.5684930	0.0555310
0.5929420	0.0547310
0.6176410	0.0537740
0.6425220	0.0526400
0.6675050	0.0512280
0.6925010	0.0494990
0.7421700	0.0453200
0.7906610	0.0399730
0.8589860	0.0303030
0.8999520	0.0230000
0.9357280	0.0158000
0.9649020	0.0099000
0.9858860	0.0051000
1.0000000	0.0020000

0.0000770	-0.0004330
0.0001750	-0.0019990
0.0010400	-0.0032740
0.0021150	-0.0043470
0.0032250	-0.0053400
0.0044550	-0.0061800
0.0057630	-0.0069310
0.0071270	-0.0076380
0.0085580	-0.0083150
0.0100730	-0.0089740
0.0116820	-0.0096240
0.0134000	-0.0102730
0.0152410	-0.0109270
0.0172210	-0.0115930
0.0193550	-0.0122770
0.0216590	-0.0129830
0.0241520	-0.0137100
0.0268510	-0.0144600
0.0297720	-0.0152310
0.0329320	-0.0160290
0.0363490	-0.0168520
0.0400390	-0.0177000
0.0440210	-0.0185670
0.0483110	-0.0194540
0.0529270	-0.0203640
0.0578830	-0.0212970
0.0631980	-0.0222520
0.0688880	-0.0232260
0.0749710	-0.0242140
0.0814620	-0.0252150
0.0883780	-0.0262320
0.0957350	-0.0272590
0.1035480	-0.0282960
0.1118340	-0.0293390
0.1206070	-0.0303840
0.1298820	-0.0314300
0.1396730	-0.0324730
0.1499960	-0.0335120
0.1608610	-0.0345410
0.1722840	-0.0355570
0.1842750	-0.0365560
0.1968450	-0.0375350
0.2100040	-0.0384890
0.2237620	-0.0394140
0.2381270	-0.0403020
0.2531050	-0.0411480
0.2687010	-0.0419450
0.2849180	-0.0426830
0.3017590	-0.0433510
0.3192220	-0.0439350
0.3373050	-0.0444190
0.3560020	-0.0447870
0.3753050	-0.0450200
0.3952020	-0.0450930
0.4156780	-0.0449790
0.4367130	-0.0446420
0.4582810	-0.0440380
0.4803530	-0.0431320
0.5028940	-0.0419090
0.5258650	-0.0403640
0.5729200	-0.0363710
0.6211130	-0.0312950
0.6699670	-0.0254870
0.7189450	-0.0196520
0.7673800	-0.0146030
0.8143740	-0.0101010
0.8588750	-0.0063640
0.8996930	-0.0035430
0.9354770	-0.0018140
0.9647090	-0.0008060
0.9857870	-0.0004250
0.9972280	-0.0003640
